,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
492472,Rubus foliosus var. monticola (Boulay) Sudre,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus pallidus Weihe,Rubus pallidus Weihe
493044,Acacia leucadendron A.Cunn. ex Benth.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervia (J.C.Wendl.) J.F.Macbr.,Acacia binervia (J.C.Wendl.) J.F.Macbr.
493387,Salix govaniana Wall.,Salix myrtilloides L.,Salix myrtilloides L.,Salix myrtilloides L.,Salix myrtilloides L.,Salix denticulata Andersson,Salix denticulata Andersson
494502,Acalypha dupraeana Baill.,Acalypha accedens Müll.Arg.,Acalypha accedens Müll.Arg.,Acalypha accedens Müll.Arg.,Acalypha accedens Müll.Arg.,Acalypha amblyodonta (Müll.Arg.) Müll.Arg.,Acalypha amblyodonta (Müll.Arg.) Müll.Arg.
495095,Acianthella sublesta (Dockrill) D.L.Jones & M.A.Clem.,Acianthus amplexicaulis (F.M.Bailey) Rolfe,Acianthus amplexicaulis (F.M.Bailey) Rolfe,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones"
495097,Acianthus sublestus Dockrill,Acianthus amplexicaulis (F.M.Bailey) Rolfe,Acianthus amplexicaulis (F.M.Bailey) Rolfe,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones"
495100,Acianthopsis sublesta (Dockrill) Szlach.,Acianthus amplexicaulis (F.M.Bailey) Rolfe,Acianthus amplexicaulis (F.M.Bailey) Rolfe,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones"
495102,Univiscidiatus sublestus (Dockrill) D.L.Jones & M.A.Clem.,Acianthus amplexicaulis (F.M.Bailey) Rolfe,Acianthus amplexicaulis (F.M.Bailey) Rolfe,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones"
496979,Alyxia erythrosperma var. samoensis Christoph.,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia samoensis (Christoph.) A.C.Sm.,Alyxia samoensis (Christoph.) A.C.Sm.
497093,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.
497095,Amanoa guianensis var. grandiflora Müll.Arg.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.
497096,Amanoa guianensis var. poeppigii Müll.Arg.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.
497098,Amanoa potamophila Croizat,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.
497099,Amanoa macrocarpa Cuatrec.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora (Müll.Arg.) Müll.Arg.
497642,Angraecum verruculosum Frapp. ex Cordem.,Angraecum implicatum Thouars,Angraecum implicatum Thouars,Angraecum implicatum Thouars,Angraecum implicatum Thouars,Angraecum ramosum Thouars,Angraecum ramosum Thouars
499886,Arum orientale subsp. incomptum (Schott) Engl.,Arum euxinum R.R.Mill,Arum euxinum R.R.Mill,Arum euxinum R.R.Mill,Arum euxinum R.R.Mill,Arum orientale subsp. orientale,Arum orientale M.Bieb.
500389,Scheelea tetrasticha (Drude) Burret,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.
500399,Maximiliana tetrasticha Drude,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea phalerata Mart. ex Spreng.,Attalea phalerata Mart. ex Spreng.
500424,Aucuba himalaica var. dolichophylla W.P.Fang & Soong,Aucuba chinensis var. angusta F.T.Wang,Aucuba chinensis var. angusta F.T.Wang,Aucuba chinensis var. angusta F.T.Wang,Aucuba chinensis Benth.,Aucuba himalaica var. dolichophylla W.P.Fang & Soong,Aucuba himalaica Hook.f. & Thomson
500778,Baissea odorata K.Schum. ex Stapf,Baissea leonensis Benth.,Baissea leonensis Benth.,Baissea leonensis Benth.,Baissea leonensis Benth.,Baissea odorata K.Schum. ex Stapf,Baissea odorata K.Schum. ex Stapf
500799,Codonura calophylla K.Schum.,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea calophylla (K.Schum.) Stapf,Baissea calophylla (K.Schum.) Stapf
500800,Baissea erythrosticta K.Schum. ex Stapf,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea erythrosticta K.Schum. ex Stapf,Baissea erythrosticta K.Schum. ex Stapf
500808,Balaka siliensis Christoph.,Balaka samoensis Becc.,Balaka samoensis Becc.,Balaka samoensis Becc.,Balaka samoensis Becc.,Balaka siliensis Christoph.,Balaka siliensis Christoph.
502706,Bulbophyllum pechei W.Bull,Bulbophyllum cupreum Lindl.,Bulbophyllum cupreum Lindl.,Bulbophyllum cupreum Lindl.,Bulbophyllum cupreum Lindl.,Bulbophyllum pechei W.Bull,Bulbophyllum pechei W.Bull
503106,Bulbophyllum radiatum Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum radiatum Lindl.,Bulbophyllum radiatum Lindl.
503345,Bulbophyllum moulmeinense Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum oblongum (Lindl.) Rchb.f.,Bulbophyllum moulmeinense Rchb.f.,Bulbophyllum moulmeinense Rchb.f.
504796,Callicarpa lobata C.B.Clarke,Callicarpa tomentosa (L.) L.,Callicarpa tomentosa (L.) L.,Callicarpa tomentosa (L.) L.,Callicarpa tomentosa (L.) L.,Callicarpa lobata C.B.Clarke,Callicarpa lobata C.B.Clarke
504886,Callitriche cyclocarpa Hegelm.,Callitriche umbonata Hegelm.,Callitriche umbonata Hegelm.,Callitriche umbonata Hegelm.,Callitriche umbonata Hegelm.,Callitriche cyclocarpa Hegelm.,Callitriche cyclocarpa Hegelm.
504950,Eugenia calycorectoides O.Berg,Eugenia rinconiensis Mattos,Eugenia rinconiensis Mattos,Eugenia rinconiensis Mattos,Eugenia rinconiensis Mattos,Eugenia calycorectoides O.Berg,Eugenia calycorectoides O.Berg
505276,Canthium zizyphinum Wall.,Canthium horridum Blume,Canthium horridum Blume,Canthium horridum Blume,Canthium horridum Blume,Canthium horridulum Craib,Canthium horridulum Craib
505343,Psychotria galbaoensis Steyerm.,Carapichea guianensis Aubl.,Carapichea guianensis Aubl.,Carapichea guianensis Aubl.,Carapichea guianensis Aubl.,Carapichea galbaoensis (Steyerm.) O.Lachenaud & Delprete,Carapichea galbaoensis (Steyerm.) O.Lachenaud & Delprete
505772,Castanea alabamensis Ashe,Castanea ozarkensis Ashe,Castanea ozarkensis Ashe,Castanea ozarkensis Ashe,Castanea ozarkensis Ashe,Castanea alabamensis Ashe,Castanea alabamensis Ashe
507727,Citharexylum flexuosum var. subglabrum Moldenke,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Lycium americanum Jacq.,Lycium americanum Jacq.
509688,Cymbidium evrardii Guillaumin,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe,Coelogyne annamensis Rolfe
509689,Coelogyne saigonensis Gagnep.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe,Coelogyne annamensis Rolfe
509690,Coelogyne siamensis Rolfe,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe,Coelogyne annamensis Rolfe
509691,Coelogyne annamensis Rolfe,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe,Coelogyne annamensis Rolfe
509692,Coelogyne dalatensis Gagnep.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe,Coelogyne annamensis Rolfe
509693,Coelogyne dichroantha Gagnep.,Coelogyne assamica Linden & Rchb.f.,Coelogyne assamica Linden & Rchb.f.,Coelogyne fuscescens Lindl.,Coelogyne fuscescens Lindl.,Coelogyne annamensis Rolfe,Coelogyne annamensis Rolfe
510385,Nertera dentata Elmer,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis (Mutis ex L.f.) Druce,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum Wall.
510387,Nertera adsurgens DC.,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis (Mutis ex L.f.) Druce,Nertera major (Thouars) I.M.Turner,Nertera major (Thouars) I.M.Turner
510390,Erythrodanum majus Thouars,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis (Mutis ex L.f.) Druce,Nertera major (Thouars) I.M.Turner,Nertera major (Thouars) I.M.Turner
510411,Coprosma grandifolia Hook.f.,Coprosma lucida var. lucida,Coprosma lucida var. lucida,Coprosma lucida var. lucida,Coprosma lucida J.R.Forst. & G.Forst.,Coprosma grandifolia Hook.f.,Coprosma grandifolia Hook.f.
510976,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
510979,Eucalyptus byrnesii D.J.Carr & S.G.M.Carr,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia greeniana (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson,Corymbia byrnesii (D.J.Carr & S.G.M.Carr) K.D.Hill & L.A.S.Johnson
510986,Corymbia chlorolampra K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia haematoxylon (Maiden) K.D.Hill & L.A.S.Johnson,Corymbia chlorolampra K.D.Hill & L.A.S.Johnson,Corymbia chlorolampra K.D.Hill & L.A.S.Johnson
511004,Eucalyptus peltata subsp. dimorpha Brooker & A.R.Bean,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia peltata (Benth.) K.D.Hill & L.A.S.Johnson,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson,Corymbia dimorpha (Brooker & A.R.Bean) K.D.Hill & L.A.S.Johnson
511761,Croton floribundus var. piauhyensis Rizzini,Croton floribundus Spreng.,Croton floribundus Spreng.,Croton floribundus Spreng.,Croton floribundus Spreng.,Croton blanchetianus Baill.,Croton blanchetianus Baill.
511921,Croton morifolius var. brandegeeanus (Croizat) G.L.Webster,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton flavescens Greenm.,Croton flavescens Greenm.
511925,Croton flavescens Greenm.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton flavescens Greenm.,Croton flavescens Greenm.
511926,Croton flavescens var. brandegeeanus Croizat,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton morifolius Willd.,Croton flavescens Greenm.,Croton flavescens Greenm.
512098,Croton stenophyllus var. brevifolius Müll.Arg.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton flavens L.,Croton flavens L.
512100,Croton tenuiramis Urb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton stenophyllus Griseb.,Croton flavens L.,Croton flavens L.
512843,Cynorkis brachycentra A.Rich. ex Kraenzl.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis coccinelloides (Frapp. ex Cordem.) Schltr.,Cynorkis flexuosatis (Thouars) Hermans,Cynorkis flexuosatis (Thouars) Hermans
513203,Cyrtopodium brandonianum subsp. lageanum J.A.N.Bat. & Bianch.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium brandonianum Barb.Rodr.,Cyrtopodium lageanum (J.A.N.Bat. & Bianch.) J.A.N.Bat.,Cyrtopodium lageanum (J.A.N.Bat. & Bianch.) J.A.N.Bat.
513971,Daphniphyllum glaucescens var. lanyuense T.C.Huang,Daphniphyllum luzonense Elmer,Daphniphyllum luzonense Elmer,Daphniphyllum luzonense Elmer,Daphniphyllum luzonense Elmer,"Daphniphyllum × lanyuense (T.C.Huang) M.S.Tang, S.H.Liu & Yuen P.Yang","Daphniphyllum × lanyuense (T.C.Huang) M.S.Tang, S.H.Liu & Yuen P.Yang"
514838,Dendrobium crispum Dalzell,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium crispum Dalzell,Dendrobium crispum Dalzell
514839,Dendrobium humile Wight,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium microbulbon A.Rich.,Dendrobium crispum Dalzell,Dendrobium crispum Dalzell
515092,Dendrobium primulinum Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium polyanthum Wall. ex Lindl.,Dendrobium primulinum Lindl.,Dendrobium primulinum Lindl.
516754,Drosera microphylla var. macropetala Diels,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera macropetala (Diels) T.Krueger & A.Fleischm.,Drosera macropetala (Diels) T.Krueger & A.Fleischm.
516756,Drosera calycina var. minor Benth.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera calycina Planch.,Drosera rubricalyx T.Krueger & A.Fleischm.,Drosera rubricalyx T.Krueger & A.Fleischm.
517025,Drypetes nienkui Merr. & Chun,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes indica (Müll.Arg.) Pax & K.Hoffm.,Drypetes nienkui Merr. & Chun,Drypetes nienkui Merr. & Chun
519014,Katherinea perakensis (Hook.f.) A.D.Hawkes,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519016,Octomeria vaginata Breda,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519017,Dendrobium perakense Hook.f.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519018,Sarcopodium perakense (Hook.f.) Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519019,Eria micholitzii Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519020,Callista perakensis (Hook.f.) Kuntze,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519021,Dendrolirium rugosum Blume,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519022,Eria inamoena Schltr.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519023,Eria fragrans Rchb.f.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519024,Eria striolata Rchb.f.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519025,Eria stellata Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519026,Eria papuana Kraenzl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519027,Eria pseudostellata Schltr.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519028,"Eria vaginata (Breda, Kuhl & Hasselt) Benth.",Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria stellata Lindl.,Eria stellata Lindl.
519029,Eria cochleata Lindl.,Eria javanica (Sw.) Blume,Eria javanica (Sw.) Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Eria cochleata Lindl.,Eria cochleata Lindl.
