,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species_w_author,v13_direct_accepted_name_w_author,v13_direct_accepted_species_w_author
1158923,Polygonum sarbhanganicum Subba Rao,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia (L.) Delarbre,Persicaria lapathifolia (L.) Delarbre,Persicaria hydropiper (L.) Delarbre,Persicaria hydropiper (L.) Delarbre
1158999,Polygala ariadnae Bernardi,Polygala mandonii Chodat,Polygala mandonii Chodat,Senega mandonii (Chodat) J.F.B.Pastore,Senega mandonii (Chodat) J.F.B.Pastore,Senega gracilis (Kunth) J.F.B.Pastore,Senega gracilis (Kunth) J.F.B.Pastore
1160630,Aconitum kitadakense var. sakuraii (Nakai) T.Shimizu,Aconitum kitadakense Nakai,Aconitum kitadakense Nakai,Aconitum kitadakense Nakai,Aconitum kitadakense Nakai,Aconitum nipponicum subsp. micranthum (Nakai) Kadota,Aconitum nipponicum Nakai
1160662,Aconitum vulparia f. myoctonum (Rchb.) Gáyer,Aconitum vulparia Rchb.,Aconitum vulparia Rchb.,Aconitum vulparia Rchb.,Aconitum vulparia Rchb.,Aconitum lycoctonum L.,Aconitum lycoctonum L.
1160663,Aconitum vulparia subsp. platanifolium (Degen & Gáyer) Gáyer,Aconitum vulparia Rchb.,Aconitum vulparia Rchb.,Aconitum vulparia Rchb.,Aconitum vulparia Rchb.,Aconitum lamarckii Rchb. ex Spreng.,Aconitum lamarckii Rchb. ex Spreng.
1160811,Aeginetia indica f. japonica (Siebold & Zucc.) Bakh.,Aeginetia sinensis Beck,Aeginetia sinensis Beck,Aeginetia sinensis Beck,Aeginetia sinensis Beck,Aeginetia indica var. indica,Aeginetia indica L.
1161822,Aquilegia buergeriana f. pallidiflora (Kitag.) Kitag.,Aquilegia buergeriana Siebold & Zucc.,Aquilegia buergeriana Siebold & Zucc.,Aquilegia buergeriana Siebold & Zucc.,Aquilegia buergeriana Siebold & Zucc.,Aquilegia oxysepala Trautv. & C.A.Mey.,Aquilegia oxysepala Trautv. & C.A.Mey.
1162168,"Isotrema steyermarkii (Standl.) X.X.Zhu, S.Liao & J.S.Ma",Aristolochia arborea Linden,Aristolochia arborea Linden,Aristolochia arborea Linden,Aristolochia arborea Linden,Aristolochia steyermarkii Standl.,Aristolochia steyermarkii Standl.
1162213,Armeria maritima var. ancarensis (Merino) Bernis,Armeria duriaei Boiss.,Armeria duriaei Boiss.,Armeria duriaei Boiss.,Armeria duriaei Boiss.,Armeria filicaulis subsp. filicaulis,Armeria filicaulis (Boiss.) Boiss.
1162867,Atriplex hortensis subsp. heterosperma (Bunge) Meijden,Atriplex micrantha Ledeb.,Atriplex micrantha Ledeb.,Atriplex micrantha Ledeb.,Atriplex micrantha Ledeb.,Atriplex heterosperma Bunge,Atriplex heterosperma Bunge
1162868,Atriplex hastata var. heterosperma (Bunge) Regel ex Iljin,Atriplex micrantha Ledeb.,Atriplex micrantha Ledeb.,Atriplex micrantha Ledeb.,Atriplex micrantha Ledeb.,Atriplex heterosperma Bunge,Atriplex heterosperma Bunge
1162895,Aubrieta deltoidea subsp. sicula (Strobl) Phitos,Aubrieta deltoidea (L.) DC.,Aubrieta deltoidea (L.) DC.,Aubrieta deltoidea (L.) DC.,Aubrieta deltoidea (L.) DC.,"Aubrieta columnae subsp. sicula (Strobl) M.Koch, D.A.German & R.Karl",Aubrieta columnae Guss.
1163089,Baptisia calycosa var. villosa Canby,Baptisia calycosa Engelm.,Baptisia calycosa Engelm.,Baptisia calycosa Engelm.,Baptisia calycosa Engelm.,Baptisia hirsuta Small,Baptisia hirsuta Small
1163390,Boechera thompsonii (S.L.Welsh) N.H.Holmgren,Boechera pallidifolia (Rollins) W.A.Weber,Boechera pallidifolia (Rollins) W.A.Weber,Boechera pallidifolia (Rollins) W.A.Weber,Boechera pallidifolia (Rollins) W.A.Weber,Boechera crandallii subsp. thompsonii (S.L.Welsh) Windham & Allphin,Boechera crandallii (B.L.Rob.) W.A.Weber
1164087,Capsicum annuum var. minus (Fingerh.) Shinners,Capsicum frutescens L.,Capsicum frutescens L.,Capsicum frutescens L.,Capsicum frutescens L.,Capsicum annuum var. aviculare (Dierb.) D'Arcy & Eschbaugh,Capsicum annuum L.
1164168,Cardamine yezoensis var. kiusiana (H.Hara) Ohwi,Cardamine yezoensis Maxim.,Cardamine yezoensis Maxim.,Cardamine yezoensis Maxim.,Cardamine yezoensis Maxim.,Cardamine valida (Takeda) Nakai,Cardamine valida (Takeda) Nakai
1164169,Cardamine yezoensis var. torrentis (Nakai) Ohwi,Cardamine yezoensis Maxim.,Cardamine yezoensis Maxim.,Cardamine yezoensis Maxim.,Cardamine yezoensis Maxim.,Cardamine valida (Takeda) Nakai,Cardamine valida (Takeda) Nakai
1164379,Celtis insularis Rendle,Celtis mauritiana Planch.,Celtis mauritiana Planch.,Celtis mauritiana Planch.,Celtis mauritiana Planch.,Celtis prantlii Priemer ex Engl.,Celtis prantlii Priemer ex Engl.
1164971,Citrus medica var. sarcodactylis (Hoola van Nooten) Swingle,Citrus medica L.,Citrus medica L.,Citrus medica L.,Citrus medica L.,Citrus × limon (L.) Osbeck,Citrus × limon (L.) Osbeck
1165128,Tarenaya inermis (Malme) Soares Neto & Roalson,Cleome rosea Vahl ex DC.,Cleome rosea Vahl ex DC.,Cleome rosea Vahl ex DC.,Cleome rosea Vahl ex DC.,Cleome inermis Malme,Cleome inermis Malme
1165960,Opuntia dimorpha var. pseudorauppiana (Backeb.) G.D.Rowley,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter
1165961,Tephrocactus dimorphus var. pseudorauppianus (Backeb.) Backeb.,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia sphaerica (C.F.Först.) E.F.Anderson,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter
1167851,Cumulopuntia berteroi (Colla) F.Ritter,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter
1167859,Opuntia berteroi (Colla) A.E.Hoffm.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter
1167860,Echinocactus berteroi (Colla) Gay,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Eriosyce subgibbosa (Haw.) Katt.,Cumulopuntia berteroi (Colla) F.Ritter,Cumulopuntia berteroi (Colla) F.Ritter
1167905,Eruca vesicaria var. aurea (Batt.) Maire,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca aurea Batt.,Eruca aurea Batt.
1167908,Eruca sativa var. aurea (Batt.) O.E.Schulz,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca aurea Batt.,Eruca aurea Batt.
1167910,Eruca sativa subsp. aurea (Batt.) Maire,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca pinnatifida (Desf.) Pomel,Eruca aurea Batt.,Eruca aurea Batt.
1168142,Heliotropium madagascariense (Vatke) I.M.Johnst.,Euploca baclei (DC.) Diane & Hilger,Euploca baclei (DC.) Diane & Hilger,Euploca baclei (DC.) Diane & Hilger,Euploca baclei (DC.) Diane & Hilger,Euploca madagascariensis (Vatke) E.L.A.N.Simons & Wieringa,Euploca madagascariensis (Vatke) E.L.A.N.Simons & Wieringa
1168143,Euploca madagascariensis (Vatke) E.L.A.N.Simons & Wieringa,Euploca baclei (DC.) Diane & Hilger,Euploca baclei (DC.) Diane & Hilger,Euploca baclei (DC.) Diane & Hilger,Euploca baclei (DC.) Diane & Hilger,Euploca madagascariensis (Vatke) E.L.A.N.Simons & Wieringa,Euploca madagascariensis (Vatke) E.L.A.N.Simons & Wieringa
1168590,Fumana thymifolia var. glabra Webb,Fumana viridis (Ten.) Sennen,Fumana viridis (Ten.) Sennen,Fumana viridis (Ten.) Sennen,Fumana viridis (Ten.) Sennen,Fumana laevis (Cav.) Pau,Fumana laevis (Cav.) Pau
1168594,Fumana thymifolia subsp. laevis (Cav.) Molero & Rovira,Fumana viridis (Ten.) Sennen,Fumana viridis (Ten.) Sennen,Fumana viridis (Ten.) Sennen,Fumana viridis (Ten.) Sennen,Fumana laevis (Cav.) Pau,Fumana laevis (Cav.) Pau
1169217,Memorialis hispida var. bennettiana (Wight) Wedd.,Gonostegia hirta (Blume) Miq.,Gonostegia hirta (Blume) Miq.,Gonostegia hirta (Blume) Miq.,Gonostegia hirta (Blume) Miq.,Gonostegia bennettiana (Wight) Pusalkar & Ingle,Gonostegia bennettiana (Wight) Pusalkar & Ingle
1169219,Hyrtanandra hirta var. bennettiana (Wight) Thwaites,Gonostegia hirta (Blume) Miq.,Gonostegia hirta (Blume) Miq.,Gonostegia hirta (Blume) Miq.,Gonostegia hirta (Blume) Miq.,Gonostegia bennettiana (Wight) Pusalkar & Ingle,Gonostegia bennettiana (Wight) Pusalkar & Ingle
1169936,Hibbertia angustifolia (R.Br. ex DC.) Benth.,Hibbertia fasciculata R.Br. ex DC.,Hibbertia fasciculata R.Br. ex DC.,Hibbertia fasciculata R.Br. ex DC.,Hibbertia fasciculata R.Br. ex DC.,Hibbertia lagarophylla Toelken,Hibbertia lagarophylla Toelken
1170748,Actinodaphne chinensis (Lam.) Nees,Litsea rotundifolia var. oblongifolia (Nees) C.K.Allen,Litsea rotundifolia var. oblongifolia (Nees) C.K.Allen,Litsea rotundifolia var. oblongifolia (Nees) C.K.Allen,Litsea rotundifolia (Nees) Hemsl.,Litsea glutinosa (Lour.) C.B.Rob.,Litsea glutinosa (Lour.) C.B.Rob.
1170749,Iozoste chinensis (Lam.) Blume,Litsea rotundifolia var. oblongifolia (Nees) C.K.Allen,Litsea rotundifolia var. oblongifolia (Nees) C.K.Allen,Litsea rotundifolia var. oblongifolia (Nees) C.K.Allen,Litsea rotundifolia (Nees) Hemsl.,Litsea glutinosa (Lour.) C.B.Rob.,Litsea glutinosa (Lour.) C.B.Rob.
1171299,Rosa chinensis f. mutabilis Rehder,Rosa chinensis Jacq.,Rosa chinensis Jacq.,Rosa chinensis Jacq.,Rosa chinensis Jacq.,Rosa × odorata var. odorata,Rosa × odorata (Andrews) Sweet
1171310,Hippochaete praealta subvar. polystachya (Prag. ex A.A.Eaton) Farw.,Equisetum praealtum Raf.,Equisetum praealtum Raf.,Equisetum praealtum Raf.,Equisetum praealtum Raf.,Equisetum × ferrissii Clute,Equisetum × ferrissii Clute
1172436,Rosa × nitidula f. belgradensis (Pančić) Borbás,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa × belnensis Ozanon,Rosa × belnensis Ozanon
1172437,Rosa × nitidula var. belgradensis (Pančić) Heinr.Braun,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa × belnensis Ozanon,Rosa × belnensis Ozanon
1172438,Rosa canina var. cariotii (Chabert) Nyman,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172440,Rosa lutetiana var. cariotii (Chabert) Wolley-Dod,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172445,Rosa dumalis f. cariotii (Chabert) Borza,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172455,Rosa × collina subsp. catalaunica (Costa) Nyman,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172458,Rosa communis var. analoga (Déségl.) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172460,Rosa communis var. cariotii (Chabert) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172461,Rosa communis var. crepiniana (Déségl. ex Baker) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa dumalis Bechst.,Rosa dumalis Bechst.
1172495,Rosa communis var. submitis (Gren.) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa × dumetorum Thuill.,Rosa × dumetorum Thuill.
1172497,Rosa communis var. uncinelloides (Puget ex Heinr.Braun) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa × dumetorum Thuill.,Rosa × dumetorum Thuill.
1172500,Rosa communis var. virginea (Ripart ex Déségl.) Rouy & E.G.Camus,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa stylosa Desv.,Rosa stylosa Desv.
1172512,Rosa squarrosa var. cariotii (Chabert) Boullu,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172556,Rosa canina var. acharii (Billb.) Scheutz,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa dumalis Bechst.,Rosa dumalis Bechst.
1172557,Rosa canina subsp. acharii (Billb.) Nyman,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa dumalis Bechst.,Rosa dumalis Bechst.
1172567,Rosa canina f. cariotii (Chabert) Borbás,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172568,Rosa canina subvar. cariotii (Chabert) R.Keller,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172569,Rosa canina subsp. cariotii (Chabert) Hayek,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172570,Rosa canina f. catalaunica (Costa) C.Vicioso,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172604,Rosa canina var. heckeliana (Tratt.) Regel,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa heckeliana Tratt.,Rosa heckeliana Tratt.
1172649,Rosa canina subsp. catalaunica (Costa) Sennen,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa canina L.,Rosa squarrosa (A.Rau) Boreau,Rosa squarrosa (A.Rau) Boreau
1172931,Huperzia serrata var. myriophyllifolia (Hayata) H.M.Chang,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia myriophyllifolia (Hayata) Holub,Huperzia myriophyllifolia (Hayata) Holub
1172933,Huperzia myriophyllifolia (Hayata) Holub,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia serrata (Thunb.) Trevis.,Huperzia myriophyllifolia (Hayata) Holub,Huperzia myriophyllifolia (Hayata) Holub
1173055,Alchemilla arvensis var. occidentalis (Nutt.) Piper,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla occidentalis Nutt.,Alchemilla occidentalis Nutt.
1173056,Aphanes occidentalis (Nutt.) Rydb.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla arvensis (L.) Scop.,Alchemilla occidentalis Nutt.,Alchemilla occidentalis Nutt.
1173545,Potentilla acaulis subsp. arenaria (Borkh.) Guin.,Potentilla acaulis L.,Potentilla acaulis L.,Potentilla acaulis L.,Potentilla acaulis L.,"Potentilla incana P.Gaertn., B.Mey. & Scherb.","Potentilla incana P.Gaertn., B.Mey. & Scherb."
1173562,Potentilla cinerea var. clementei (Jord.) Nyman,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173563,Potentilla cinerea clementei (Jord.) Th.Wolf,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173564,Potentilla cinerea var. velutina (Wall. ex Lehm.) Lehm.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173565,Potentilla cinerea subsp. velutina (Wall. ex Lehm.) Nyman,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173566,Potentilla cinerea proles velutina (Wall. ex Lehm.) Rouy & E.G.Camus,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173567,Potentilla acaulis subsp. velutina (Wall. ex Lehm.) Soják,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173574,Potentilla subacaulis var. velutina (Wall. ex Lehm.) Fiori,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173576,Dynamidium clementei (Jord.) Fourr.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173577,Potentilla verna var. velutina (Wall. ex Lehm.) Gams,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla velutina Lehm.,Potentilla velutina Lehm.
1173598,Potentilla inclinata subsp. adscendens (Waldst. & Kit. ex Willd.) Soják,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla patula Waldst. & Kit.,Potentilla patula Waldst. & Kit.
1173599,Potentilla inclinata var. adscendens (Waldst. & Kit. ex Willd.) Nyman,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla patula Waldst. & Kit.,Potentilla patula Waldst. & Kit.
1173613,Potentilla cinerea proles polytricha (Jord. ex Loret & Barrandon) Rouy & E.G.Camus,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.
1173615,Potentilla gaudinii var. polytricha (Jord. ex Loret & Barrandon) Th.Wolf,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla cinerea Chaix ex Vill.,Potentilla cinerea Chaix ex Vill.
1173621,Potentilla canescens var. adscendens (Waldst. & Kit. ex Willd.) DC.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla inclinata Vill.,Potentilla patula Waldst. & Kit.,Potentilla patula Waldst. & Kit.
1173778,Potentilla wimanniana var. koernickei (R.Uechtr. ex Zimmeter) Th.Wolf,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla leucopolitana P.J.Müll.,Potentilla leucopolitana P.J.Müll.
1173779,Potentilla wimanniana f. koernickei (R.Uechtr. ex Zimmeter) Th.Wolf,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla leucopolitana P.J.Müll.,Potentilla leucopolitana P.J.Müll.
1173782,Potentilla wimanniana silesiaca (R.Uechtr.) Garcke,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla wimanniana Günther & Schummel,Potentilla silesiaca R.Uechtr.,Potentilla silesiaca R.Uechtr.
1174228,Rosa × dumetorum var. klukii (Besser) Schmalh.,Rosa × dumetorum Thuill.,Rosa × dumetorum Thuill.,Rosa × dumetorum Thuill.,Rosa × dumetorum Thuill.,Rosa rubiginosa L.,Rosa rubiginosa L.
1174254,Rosa elliptica var. klukii (Besser) R.Keller,Rosa inodora Fr.,Rosa inodora Fr.,Rosa inodora Fr.,Rosa inodora Fr.,Rosa rubiginosa L.,Rosa rubiginosa L.
1174280,Rosa viscaria var. nemorosa (Lib. ex Lej.) Rouy & E.G.Camus,Rosa inodora Fr.,Rosa inodora Fr.,Rosa inodora Fr.,Rosa inodora Fr.,Rosa micrantha Borrer ex Sm.,Rosa micrantha Borrer ex Sm.
1174281,Rosa × involuta var. wilsonii (Borrer) Baker,Rosa × involuta Sm.,Rosa × involuta Sm.,Rosa × involuta Sm.,Rosa × involuta Sm.,Rosa × andrzeiowskii Steven ex Besser,Rosa × andrzeiowskii Steven ex Besser
1174301,Rosa pugetii var. thomasii (Puget ex Cottet) Heinr.Braun,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa marginata Wallr.,Rosa abietina Gren. ex Christ,Rosa abietina Gren. ex Christ
1174361,Rosa canina var. yebalica (Pau & Font Quer) Emb. & Maire,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa pouzinii Tratt.,Rosa × toddiae Wolley-Dod,Rosa × toddiae Wolley-Dod
1174459,Rosa stylosa var. leucochroa (Desv.) Ser.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174460,Rosa stylosa subvar. leucochroa (Desv.) R.Keller,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174463,Rosa systyla var. leucochroa (Desv.) W.D.J.Koch,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174471,Rosa scandens var. leucochroa (Desv.) Wallr.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174476,Rosa communis var. leucochroa (Desv.) Rouy & E.G.Camus,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174481,Rosa brevistyla var. leucochroa (Desv.) DC.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174483,Rosa canina var. leucochroa (Desv.) Boulenger,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa stylosa Desv.,Rosa × andegavensis Bastard,Rosa × andegavensis Bastard
1174613,Rubus assaortinus var. erythraeus (Fiori) Gust.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus apetalus Poir.,Rubus quartinianus A.Rich.,Rubus quartinianus A.Rich.
1174623,Rubus babingtonii subsp. insuetus (Sudre) Sudre,Rubus babingtonii T.B.Salter,Rubus babingtonii T.B.Salter,Rubus babingtonii T.B.Salter,Rubus babingtonii T.B.Salter,Rubus phaeocarpus W.C.R.Watson,Rubus phaeocarpus W.C.R.Watson
1174629,Rubus bifrons var. decipiens (P.J.Müll.) Hormuz.,Rubus bifrons Vest,Rubus bifrons Vest,Rubus bifrons Vest,Rubus bifrons Vest,Rubus radula Weihe,Rubus radula Weihe
1174643,Rubus caesius var. semitomentosus (Borbás) Ade,Rubus caesius L.,Rubus caesius L.,Rubus caesius L.,Rubus caesius L.,Rubus semitomentosus Borbás,Rubus semitomentosus Borbás
1174669,Rubus hakonensis var. davidianus (Kuntze) Franch.,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus lambertianus var. lambertianus,Rubus lambertianus Ser.
1174671,Rubus moluccanus var. davidianus (Kuntze) Kuntze,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus crataegifolius Bunge,Rubus lambertianus var. lambertianus,Rubus lambertianus Ser.
1174696,Rubus rhamnifolius var. cardiophyllus (Lefèvre & P.J.Müll.) Focke,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus germanicus Focke ex Thomé,Rubus cardiophyllus Lefèvre & P.J.Müll.,Rubus cardiophyllus Lefèvre & P.J.Müll.
1174786,Rubus serpens subsp. oliganthus (P.J.Müll.) Boulay,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus perplexus P.J.Müll. ex Wirtg.,Rubus schleicheri Weihe ex Tratt.,Rubus schleicheri Weihe ex Tratt.
1174811,Rubus afrotropicus (Engl.) Guinea,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus pinnatus Willd.,Rubus kingaensis Engl.,Rubus kingaensis Engl.
