,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
440177,Asplenium congruum (Brack.) Christ,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia,Diplazium congruum Brack.,Diplazium congruum,Deparia,Diplazium
440178,Athyrium congruum (Brack.) Copel.,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia,Diplazium congruum Brack.,Diplazium congruum,Deparia,Diplazium
440179,Diplazium congruum Brack.,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia,Diplazium congruum Brack.,Diplazium congruum,Deparia,Diplazium
440180,Athyrium humile Watts,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia (Kirk) M.Kato,Deparia tenuifolia,Diplazium congruum Brack.,Diplazium congruum,Deparia,Diplazium
441375,Nesoris Raf.,Pyrrosia Mirb.,Pyrrosia Mirb.,Pyrrosia Mirb.,,Pityrogramma Link,,Pyrrosia,Pityrogramma
441406,Trichoneuron Ching,Lastreopsis Ching,Lastreopsis Ching,Lastreopsis Ching,,Trichoneuron Ching,,Lastreopsis,Trichoneuron
441467,Parahemionitis Panigrahi,Acrostichum L.,Acrostichum L.,Acrostichum L.,,Hemionitis L.,,Acrostichum,Hemionitis
441557,Rouxopteris Hong M.Liu,Gleichenia Sm.,Gleichenia Sm.,Gleichenia Sm.,,Rouxopteris Hong M.Liu,,Gleichenia,Rouxopteris
445417,Hedysarum oxalifolium Buch.-Ham. ex Benn.,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora (DC.) H.Ohashi & K.Ohashi,Sohmaea laxiflora,Eleiotis rottleri Wight & Arn.,Eleiotis rottleri,Sohmaea,Eleiotis
447269,Ulex parviflorus subsp. willkommii (Webb) Borja & al.,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
447276,Ulex parviflorus var. willkommii (Webb) C.Vicioso,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
447279,Ulex scaber var. willkommii (Webb) Samp.,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
447282,Ulex willkommii Webb,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus subsp. parviflorus,Ulex parviflorus,Stauracanthus genistoides (Brot.) Samp.,Stauracanthus genistoides,Ulex,Stauracanthus
451008,Hosackia alamosana Rose,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii (Vasey & Rose) Brouillet,Acmispon watsonii,Hosackia alamosana Rose,Hosackia alamosana,Acmispon,Hosackia
456318,Moronobea grandiflora Choisy,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis,Moronobea coccinea Aubl.,Moronobea coccinea,Platonia,Moronobea
456322,Moronobea montana Schltdl.,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis var. insignis,Platonia insignis,Moronobea coccinea Aubl.,Moronobea coccinea,Platonia,Moronobea
457369,Thaspium aureum var. involucratum J.M.Coult. & Rose,Thaspium trifoliatum var. trifoliatum,Thaspium trifoliatum var. trifoliatum,Thaspium trifoliatum var. trifoliatum,Thaspium trifoliatum,Angelica dawsonii S.Watson,Angelica dawsonii,Thaspium,Angelica
458196,Valeriana pygmaea Turcz.,Valeriana alypifolia subsp. alypifolia,Valeriana alypifolia subsp. alypifolia,Valeriana alypifolia subsp. alypifolia,Valeriana alypifolia,"Borealandea nubigena (Bonpl.) Al-Shehbaz, Salariato, A.Cano & Zuloaga",Borealandea nubigena,Valeriana,Borealandea
458515,Zygophyllum zonuzensis Sabeti,Zygophyllum atriplicoides subsp. atriplicoides,Zygophyllum atriplicoides subsp. atriplicoides,Zygophyllum atriplicoides subsp. atriplicoides,Zygophyllum atriplicoides,Rhinanthus major var. major,Rhinanthus major,Zygophyllum,Rhinanthus
461417,Rhamnus buxifolia Poir.,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides subsp. oleoides,Rhamnus oleoides,Flueggea tinctoria (L.) G.L.Webster,Flueggea tinctoria,Rhamnus,Flueggea
465500,Allionia craterimorpha Rusby,Allionia incarnata var. incarnata,Allionia incarnata var. incarnata,Allionia incarnata var. incarnata,Allionia incarnata,Mirabilis violacea (L.) Heimerl,Mirabilis violacea,Allionia,Mirabilis
467958,Ligusticum apiifolium Desf.,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum subsp. appuanum,Carum appuanum,Cnidium silaifolium (Jacq.) Simonk.,Cnidium silaifolium,Carum,Cnidium
470763,Euphoria leichhardtii var. hebepetala Benth.,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan,Arytera foveolata F.Muell.,Arytera foveolata,Dimocarpus,Arytera
470770,Arytera leichhardtii var. hebepetala (Benth.) Radlk.,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan subsp. longan,Dimocarpus longan,Arytera foveolata F.Muell.,Arytera foveolata,Dimocarpus,Arytera
472619,Eurya latifolia variegata Veitch ex J.Dix,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica var. japonica,Eurya japonica,Cleyera japonica var. japonica,Cleyera japonica,Eurya,Cleyera
472686,Bubon rigidius L.,Ferula communis subsp. communis,Ferula communis subsp. communis,Ferula communis subsp. communis,Ferula communis,Lophosciadium nodosum subsp. geniculatum (Guss.) Lyskov,Lophosciadium nodosum,Ferula,Lophosciadium
474275,Cistus punctatus Willd.,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium var. salicifolium,Helianthemum salicifolium,Tuberaria guttata (L.) Fourr.,Tuberaria guttata,Helianthemum,Tuberaria
475116,Lepidium draba var. matritense (Pau) Thell.,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa subsp. carnosa,Iberis carnosa,Lepidium draba L.,Lepidium draba,Iberis,Lepidium
476410,Anthemis valentina L.,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale var. ruderale,Porophyllum ruderale,Anacyclus radiatus Loisel.,Anacyclus radiatus,Porophyllum,Anacyclus
485446,Diomma Engl. ex Harms,Spathelia L.,Spathelia L.,Spathelia L.,,Sohnreyia K.Krause,,Spathelia,Sohnreyia
485677,Hesperochloa (Piper) Rydb.,Festuca Tourn. ex L.,Festuca Tourn. ex L.,Festuca Tourn. ex L.,,Hesperochloa (Piper) Rydb.,,Festuca,Hesperochloa
486052,Libanotis Haller ex Zinn,Seseli L.,Seseli L.,Seseli L.,,Libanotis Haller ex Zinn,,Seseli,Libanotis
486309,Cebatha Forssk.,Cocculus DC.,Cocculus DC.,Cocculus DC.,,Cebatha Forssk.,,Cocculus,Cebatha
486370,Oreoxis Raf.,Cymopterus Raf.,Cymopterus Raf.,Cymopterus Raf.,,Oreoxis Raf.,,Cymopterus,Oreoxis
494092,Rhinerrhizopsis Ormerod,Bogoria J.J.Sm.,Bogoria J.J.Sm.,Bogoria J.J.Sm.,,Rhinerrhizopsis Ormerod,,Bogoria,Rhinerrhizopsis
494390,Forsteria Steud.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494461,Heterocalymnantha Domin,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494462,Diplomorpha Griff.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494464,Breyniopsis Beille,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494465,Foersteria Scop.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494466,Ceratogynum Wight,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494467,Melanthesa Blume,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494468,Melanthesopsis Müll.Arg.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
494469,Sauropus Blume,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
499945,Citharexylum flexuosum var. subglabrum Moldenke,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum (Ruiz & Pav.) D.Don,Citharexylum flexuosum,Lycium americanum Jacq.,Lycium americanum,Citharexylum,Lycium
502581,Nertera dentata Elmer,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis var. granadensis,Nertera granadensis,Hemiphragma heterophyllum var. dentatum (Elmer) T.Yamaz.,Hemiphragma heterophyllum,Nertera,Hemiphragma
505097,Campecarpus H.Wendl. ex Becc.,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,,Campecarpus H.Wendl. ex Becc.,,Cyphophoenix,Campecarpus
505098,Veillonia H.E.Moore,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,Cyphophoenix H.Wendl. ex Hook.f.,,Veillonia H.E.Moore,,Cyphophoenix,Veillonia
511131,Katherinea perakensis (Hook.f.) A.D.Hawkes,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511133,Octomeria vaginata Breda,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511134,Dendrobium perakense Hook.f.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511135,Sarcopodium perakense (Hook.f.) Kraenzl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511136,Eria micholitzii Kraenzl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511137,Callista perakensis (Hook.f.) Kuntze,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511138,Dendrolirium rugosum Blume,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511139,Eria inamoena Schltr.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511140,Eria fragrans Rchb.f.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511141,Eria striolata Rchb.f.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511142,Eria stellata Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511143,Eria papuana Kraenzl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511144,Eria pseudostellata Schltr.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511145,"Eria vaginata (Breda, Kuhl & Hasselt) Benth.",Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria stellata Lindl.,Eria stellata,Bulbophyllum,Eria
511146,Eria cochleata Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum (Blume) Lindl.,Bulbophyllum gibbosum,Eria cochleata Lindl.,Eria cochleata,Bulbophyllum,Eria
517768,Agyneia L.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517769,Zarcoa Llanos,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517771,Glochidionopsis Blume,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517772,Bradleia Banks ex Gaertn.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517773,Glochisandra Wight,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517774,Coccoglochidion K.Schum.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517775,Gynoon A.Juss.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517776,Episteira Raf.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517777,Lobocarpus Wight & Arn.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
517778,Tetraglochidion K.Schum.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,Glochidion J.R.Forst. & G.Forst.,,Phyllanthus L.,,Glochidion,Phyllanthus
518442,Gunnarella Senghas,Bogoria J.J.Sm.,Bogoria J.J.Sm.,Bogoria J.J.Sm.,,Gunnarella Senghas,,Bogoria,Gunnarella
518571,Gymnadenia odoratissima var. heteroglossa Rchb.f.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima (L.) Rich.,Gymnadenia odoratissima,× Chamodenia heteroglossa (Rchb.f.) Peitz,× Chamodenia heteroglossa,Gymnadenia,× Chamodenia
522471,Oldenlandia pusilla Rottler,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata,Oldenlandia pusilla Rottler,Oldenlandia pusilla,Kohautia,Oldenlandia
522474,Hedyotis brachiata Wight,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata (Willd.) I.M.Turner,Kohautia attenuata,Oldenlandia pusilla Rottler,Oldenlandia pusilla,Kohautia,Oldenlandia
523521,Leidesia capensis (L.f.) Müll.Arg.,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens,Didymodoxa capensis (L.f.) Friis & Wilmot-Dear,Didymodoxa capensis,Leidesia,Didymodoxa
523526,Mercurialis capensis (L.f.) Spreng. ex Sond.,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens (L.) Prain,Leidesia procumbens,Didymodoxa capensis (L.f.) Friis & Wilmot-Dear,Didymodoxa capensis,Leidesia,Didymodoxa
523595,Hybochilus Schltr.,Leochilus Knowles & Westc.,Leochilus Knowles & Westc.,Leochilus Knowles & Westc.,,Trichocentrum Poepp. & Endl.,,Leochilus,Trichocentrum
524319,Andrachne cavaleriei H.Lév.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis (Bunge) Pojark.,Leptopus chinensis,Lysimachia capillipes var. cavaleriei (H.Lév.) Hand.-Mazz.,Lysimachia capillipes,Leptopus,Lysimachia
524324,Leptospermopsis S.Moore,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,Leptospermum J.R.Forst. & G.Forst.,,Leptospermopsis S.Moore,,Leptospermum,Leptospermopsis
527480,Abebaia Baehni,Manilkara Adans.,Manilkara Adans.,Manilkara Adans.,,Abebaia Baehni,,Manilkara,Abebaia
528247,Hylaeorchis Carnevali & G.A.Romero,Maxillaria Ruiz & Pav.,Maxillaria Ruiz & Pav.,Maxillaria Ruiz & Pav.,,Bifrenaria Lindl.,,Maxillaria,Bifrenaria
529931,Mentha perilloides L.,Mesosphaerum pectinatum (L.) Kuntze,Mesosphaerum pectinatum (L.) Kuntze,Mesosphaerum pectinatum (L.) Kuntze,Mesosphaerum pectinatum,Perilla frutescens (L.) Britton,Perilla frutescens,Mesosphaerum,Perilla
535526,Lucuma Molina,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Lucuma Molina,,Pouteria,Lucuma
535549,Peteniodendron Lundell,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Peteniodendron Lundell,,Pouteria,Peteniodendron
540808,Syzygiopsis Ducke,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Micropholis (Griseb.) Pierre,,Pouteria,Micropholis
540814,Englerella Pierre,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Englerella Pierre,,Pouteria,Englerella
540815,Labatia Sw.,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Labatia Sw.,,Pouteria,Labatia
540818,Eglerodendron Aubrév. & Pellegr.,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Labatia Sw.,,Pouteria,Labatia
540827,Radlkoferella Pierre,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Lucuma Molina,,Pouteria,Lucuma
540828,Gayella Pierre,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Gayella Pierre,,Pouteria,Gayella
540829,Richardella Pierre,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Lucuma Molina,,Pouteria,Lucuma
540831,Pseudolabatia Aubrév. & Pellegr.,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Labatia Sw.,,Pouteria,Labatia
540832,Neolabatia Aubrév.,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Labatia Sw.,,Pouteria,Labatia
540833,Nemaluma Baill.,Pouteria Aubl.,Pouteria Aubl.,Pouteria Aubl.,,Nemaluma Baill.,,Pouteria,Nemaluma
541350,Rhodocalyx Müll.Arg.,Prestonia R.Br.,Prestonia R.Br.,Prestonia R.Br.,,Rhodocalyx Müll.Arg.,,Prestonia,Rhodocalyx
541497,× Promosepalum Anon.,× Propetalum Anon.,× Propetalum Anon.,× Propetalum Anon.,,× Promosepalum Anon.,,× Propetalum,× Promosepalum
542504,Psychotria nitidula Cham. & Schltdl.,Palicourea leiocarpa (Cham. & Schltdl.) Delprete,Palicourea leiocarpa (Cham. & Schltdl.) Delprete,Palicourea leiocarpa (Cham. & Schltdl.) Delprete,Palicourea leiocarpa,Psychotria nitidula Cham. & Schltdl.,Psychotria nitidula,Palicourea,Psychotria
545826,Cleisostoma ornithorrhynchum (Rchb.f.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea,Cleisostoma discolor Lindl.,Cleisostoma discolor,Robiquetia,Cleisostoma
545829,Sarcanthus ornithorrhynchus Rchb.f.,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea,Cleisostoma discolor Lindl.,Cleisostoma discolor,Robiquetia,Cleisostoma
549510,Pleurothallis ezechiasi Hoehne,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi,Pabstiella ezechiasi (Hoehne) Luer,Pabstiella ezechiasi,Specklinia,Pabstiella
549515,Specklinia ezechiasi (Hoehne) Luer,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi,Pabstiella ezechiasi (Hoehne) Luer,Pabstiella ezechiasi,Specklinia,Pabstiella
549517,Pabstiella ezechiasi (Hoehne) Luer,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi (Bateman ex Lindl.) F.Barros,Specklinia grobyi,Pabstiella ezechiasi (Hoehne) Luer,Pabstiella ezechiasi,Specklinia,Pabstiella
550949,Shuttleworthia Meisn.,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
550987,Helleranthus Small,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
551036,Verbenella Spach,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
555158,Uwarowia Bunge,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
555292,Billardiera Moench,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
555559,Glandularia J.F.Gmel.,Verbena L.,Verbena L.,Verbena L.,,Glandularia J.F.Gmel.,,Verbena,Glandularia
556512,Elaeagia subspicata Standl.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea,Bathysa subspicata (Standl.) C.M.Taylor,Bathysa subspicata,Warszewiczia,Bathysa
559514,Tripogandra Raf.,Callisia Loefl.,Callisia Loefl.,Callisia Loefl.,,Tripogandra Raf.,,Callisia,Tripogandra
563297,Asterochaete Nees,Carpha Banks & Sol. ex R.Br.,Carpha Banks & Sol. ex R.Br.,Carpha Banks & Sol. ex R.Br.,,Asterochaete Nees,,Carpha,Asterochaete
563835,Acinax Raf.,Costus L.,Costus L.,Costus L.,,Amomum Roxb.,,Costus,Amomum
566989,Scirpus scheuchzeri Hartmann,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri Hoppe,Eriophorum scheuchzeri,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora,Eriophorum,Eleocharis
568163,Bakerantha L.B.Sm.,Hechtia Klotzsch,Hechtia Klotzsch,Hechtia Klotzsch,,Bakerantha L.B.Sm.,,Hechtia,Bakerantha
568165,Bakeria André,Hechtia Klotzsch,Hechtia Klotzsch,Hechtia Klotzsch,,Bakerantha L.B.Sm.,,Hechtia,Bakerantha
568166,Niveophyllum Matuda,Hechtia Klotzsch,Hechtia Klotzsch,Hechtia Klotzsch,,Bakerantha L.B.Sm.,,Hechtia,Bakerantha
