,taxon_name_w_authors,v10_11_12_13_14_15_accepted_name_w_author,v16_taxon_name_w_authors,v16_chained_accepted_name_w_author,v16_chained_accepted_species,v16_direct_accepted_name_w_author,v16_direct_accepted_species,v16_chained_accepted_genus,v16_direct_accepted_genus
427584,Danaea moritziana var. brasiliensis Rosenst.,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea excurrens Rosenst.,Danaea excurrens,Danaea,Danaea
427585,Danaea muelleriana Rosenst.,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea excurrens Rosenst.,Danaea excurrens,Danaea,Danaea
427586,Danaea paraguariensis Christ,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea excurrens Rosenst.,Danaea excurrens,Danaea,Danaea
427588,Danaea betancurii A.Rojas,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea betancurii A.Rojas,Danaea betancurii,Danaea,Danaea
427589,Danaea cuspidata Liebm.,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea cuspidata Liebm.,Danaea cuspidata,Danaea,Danaea
427590,Danaea tuomistoana A.Rojas,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana C.Presl,Danaea moritziana,Danaea cuspidata Liebm.,Danaea cuspidata,Danaea,Danaea
427609,Clementea palmiformis Cav.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta (G.Forst.) Hoffm.,Angiopteris evecta,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis,Angiopteris,Angiopteris
427712,Danaea pterorachis Christ,Danaea media Liebm.,Danaea media Liebm.,Danaea media Liebm.,Danaea media,Danaea pterorachis Christ,Danaea pterorachis,Danaea,Danaea
427723,Angiopteris durvilleana de Vriese,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis,Angiopteris,Angiopteris
427732,Angiopteris angustifolia C.Presl,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens (Blanco) Merr.,Angiopteris arborescens,Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris palmiformis,Angiopteris,Angiopteris
427784,Botrychium lunaria var. rhombeum Ångstr.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria (L.) Sw.,Botrychium lunaria,Botrychium matricariifolium (Retz.) A.Braun ex W.D.J.Koch,Botrychium matricariifolium,Botrychium,Botrychium
428232,Dicranopteris linearis var. latiloba Holttum,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida (Hand.-Mazz.) Tagawa,Dicranopteris splendida,Dicranopteris latiloba (Holttum) Y.H.Yan & Z.Y.Wei,Dicranopteris latiloba,Dicranopteris,Dicranopteris
428266,Dicranopteris lessonii (A.Rich.) Ching,Dicranopteris curranii Copel.,Dicranopteris curranii Copel.,Dicranopteris curranii Copel.,Dicranopteris curranii,Dicranopteris linearis var. linearis,Dicranopteris linearis,Dicranopteris,Dicranopteris
428544,Lindsaea × improvisa K.U.Kramer,Lindsaea liesneri V.Marcano,Lindsaea liesneri V.Marcano,Lindsaea liesneri V.Marcano,Lindsaea liesneri,Lindsaea × improvisa K.U.Kramer,Lindsaea × improvisa,Lindsaea,Lindsaea
428758,Paesia luzonica Christ,Paesia radula (Baker) C.Chr.,Paesia radula (Baker) C.Chr.,Paesia radula (Baker) C.Chr.,Paesia radula,Paesia luzonica Christ,Paesia luzonica,Paesia,Paesia
428770,Hypolepis ekmanii Maxon,Hypolepis nuda Mett.,Hypolepis nuda Mett.,Hypolepis nuda Mett.,Hypolepis nuda,Hypolepis ekmanii Maxon,Hypolepis ekmanii,Hypolepis,Hypolepis
428793,Hypolepis australis Wakef.,Hypolepis subantarctica Brownsey & Chinnock,Hypolepis subantarctica Brownsey & Chinnock,Hypolepis subantarctica Brownsey & Chinnock,Hypolepis subantarctica,Hypolepis rugosula (Labill.) J.Sm.,Hypolepis rugosula,Hypolepis,Hypolepis
428797,Phegopteris boryana Mett.,Hypolepis villosoviscida (Thouars) Tardieu,Hypolepis villosoviscida (Thouars) Tardieu,Hypolepis villosoviscida (Thouars) Tardieu,Hypolepis villosoviscida,Hypolepis goetzei Hieron. ex Reimers,Hypolepis goetzei,Hypolepis,Hypolepis
428803,Hypolepis boryana C.Presl,Hypolepis tenuifolia (G.Forst.) Bernh.,Hypolepis tenuifolia (G.Forst.) Bernh.,Hypolepis tenuifolia (G.Forst.) Bernh.,Hypolepis tenuifolia,Hypolepis goetzei Hieron. ex Reimers,Hypolepis goetzei,Hypolepis,Hypolepis
428921,Pteris adscensionis Sw.,Pteris dentata Forssk.,Pteris dentata Forssk.,Pteris dentata Forssk.,Pteris dentata,Pteris adscensionis Sw.,Pteris adscensionis,Pteris,Pteris
429119,Osmunda leschenaultii Wall.,Osmunda regalis L.,Osmunda regalis L.,Osmunda regalis L.,Osmunda regalis,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda,Osmunda
429203,Sphaerocionium macrocarpum C.Presl,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum Sw.,Hymenophyllum emarginatum,Hymenophyllum badium Hook. & Grev.,Hymenophyllum badium,Hymenophyllum,Hymenophyllum
429465,Hymenophyllum bamlerianum Rosenst.,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum,Hymenophyllum junghuhnii Bosch,Hymenophyllum junghuhnii,Hymenophyllum,Hymenophyllum
429467,Mecodium bamlerianum (Rosenst.) Braithwaite,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum Blume,Hymenophyllum imbricatum,Hymenophyllum junghuhnii Bosch,Hymenophyllum junghuhnii,Hymenophyllum,Hymenophyllum
429497,Hymenophyllum pumilio Rosenst.,Hymenophyllum minimum A.Rich.,Hymenophyllum minimum A.Rich.,Hymenophyllum minimum A.Rich.,Hymenophyllum minimum,Hymenophyllum pumilio Rosenst.,Hymenophyllum pumilio,Hymenophyllum,Hymenophyllum
429613,Hymenophyllum moorei Baker,Hymenophyllum pumilum T.Moore,Hymenophyllum pumilum T.Moore,Hymenophyllum pumilum T.Moore,Hymenophyllum pumilum,Hymenophyllum moorei Baker,Hymenophyllum moorei,Hymenophyllum,Hymenophyllum
429647,Hymenophyllum buchtienii Rosenst.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum,Hymenophyllum elegantulum Bosch,Hymenophyllum elegantulum,Hymenophyllum,Hymenophyllum
429648,Hymenophyllum elegantulum Bosch,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum undulatum,Hymenophyllum elegantulum Bosch,Hymenophyllum elegantulum,Hymenophyllum,Hymenophyllum
429685,Adiantum fragiliforme C.Chr.,Adiantum stenochlamys Baker,Adiantum stenochlamys Baker,Adiantum stenochlamys Baker,Adiantum stenochlamys,Adiantum fragiliforme C.Chr.,Adiantum fragiliforme,Adiantum,Adiantum
429736,Adiantum pentadactylon Langsd. & Fisch.,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme,Adiantum pentadactylon Langsd. & Fisch.,Adiantum pentadactylon,Adiantum,Adiantum
429739,Adiantum trapeziforme var. catharinae Regel,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme,Adiantum pentadactylon Langsd. & Fisch.,Adiantum pentadactylon,Adiantum,Adiantum
429740,Adiantum trapeziforme var. incisum Christ,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme,Adiantum pentadactylon Langsd. & Fisch.,Adiantum pentadactylon,Adiantum,Adiantum
429742,Adiantum trapeziforme var. pentadactylon (Langsd. & Fisch.) T.Moore,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme L.,Adiantum trapeziforme,Adiantum pentadactylon Langsd. & Fisch.,Adiantum pentadactylon,Adiantum,Adiantum
429814,Cyathea muricata Willd.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera,Cyathea muricata Willd.,Cyathea muricata,Cyathea,Cyathea
429827,Vittaria tibetica Ching & S.K.Wu,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora,Haplopteris linearifolia (Ching) X.C.Zhang,Haplopteris linearifolia,Haplopteris,Haplopteris
429828,Vittaria linearifolia Ching,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora,Haplopteris linearifolia (Ching) X.C.Zhang,Haplopteris linearifolia,Haplopteris,Haplopteris
429829,Vittaria doniana var. angusta Hieron.,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora (Hayata) X.C.Zhang,Haplopteris mediosora,Haplopteris linearifolia (Ching) X.C.Zhang,Haplopteris linearifolia,Haplopteris,Haplopteris
429895,Alsophila muricata (Willd.) Desv.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera,Cyathea muricata Willd.,Cyathea muricata,Cyathea,Cyathea
429902,Disphenia muricata (Willd.) C.Presl,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera,Cyathea muricata Willd.,Cyathea muricata,Cyathea,Cyathea
429905,Hemitelia muricata (Willd.) Fée,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera (L.) Sw.,Cyathea aspera,Cyathea muricata Willd.,Cyathea muricata,Cyathea,Cyathea
430037,Microschizaea robusta (Baker) C.F.Reed,Schizaea hallieri A.Richter,Schizaea hallieri A.Richter,Schizaea hallieri A.Richter,Schizaea hallieri,Schizaea robusta Baker,Schizaea robusta,Schizaea,Schizaea
430039,Schizaea robusta Baker,Schizaea hallieri A.Richter,Schizaea hallieri A.Richter,Schizaea hallieri A.Richter,Schizaea hallieri,Schizaea robusta Baker,Schizaea robusta,Schizaea,Schizaea
430233,Dryopteris disjuncta f. glandulosa (R.M.Tryon) Cody,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum (Rupr.) Ching,Gymnocarpium disjunctum,Thelypteris maxoniana A.R.Sm.,Thelypteris maxoniana,Gymnocarpium,Thelypteris
430279,Asplenium majus (Hieron.) Pic.Serm.,Asplenium actiniopteroides Peter,Asplenium actiniopteroides Peter,Asplenium actiniopteroides Peter,Asplenium actiniopteroides,Asplenium majus (Hieron.) Pic.Serm.,Asplenium majus,Asplenium,Asplenium
430292,Cyathea conspersa Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta,Cyathea,Cyathea
430294,Cyathea furfuracea Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta,Cyathea,Cyathea
430296,Cyathea mollis Rosenst.,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta,Cyathea,Cyathea
430298,Cyathea onusta Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta,Cyathea,Cyathea
430299,Cyathea papyracea Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta,Cyathea,Cyathea
430300,Cyathea underwoodii Christ,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva (M.Martens & Galeotti) Fée,Cyathea fulva,Cyathea onusta Christ,Cyathea onusta,Cyathea,Cyathea
430304,Cyathea attenuata Fée,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
430305,Cyathea incurvata Kunze,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
430306,Cyathea mamillata Fée,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
430307,Cyathea taunaysiana Glaz. & Fée,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
430308,Sphaeropteris gardneri (Hook.) R.M.Tryon,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae Copel.,Cyathea mexiae,Sphaeropteris gardneri (Hook.) R.M.Tryon,Sphaeropteris gardneri,Cyathea,Sphaeropteris
430332,Asplenium loriforme Hook.,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum,Asplenium loriforme Hook.,Asplenium loriforme,Asplenium,Asplenium
430333,Asplenium angustum var. loriforme (Hook.) T.Moore,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum,Asplenium loriforme Hook.,Asplenium loriforme,Asplenium,Asplenium
430334,Asplenium surinamense Fée,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum,Asplenium serratum L.,Asplenium serratum,Asplenium,Asplenium
430335,Asplenium angustum var. appunianum Baker,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum Sw.,Asplenium angustum,Asplenium loriforme Hook.,Asplenium loriforme,Asplenium,Asplenium
430420,Asplenium anisophyllum var. aequilaterale Hieron.,Asplenium elliottii C.H.Wright,Asplenium elliottii C.H.Wright,Asplenium elliottii C.H.Wright,Asplenium elliottii,Asplenium aequilaterale (Hieron.) Viane,Asplenium aequilaterale,Asplenium,Asplenium
430421,Asplenium aequilaterale (Hieron.) Viane,Asplenium elliottii C.H.Wright,Asplenium elliottii C.H.Wright,Asplenium elliottii C.H.Wright,Asplenium elliottii,Asplenium aequilaterale (Hieron.) Viane,Asplenium aequilaterale,Asplenium,Asplenium
430459,Asplenium symmetricum Colenso,Asplenium richardii Hook.f.,Asplenium richardii Hook.f.,Asplenium richardii Hook.f.,Asplenium richardii,Asplenium hookerianum Colenso,Asplenium hookerianum,Asplenium,Asplenium
430521,Asplenium keysserianum Rosenst.,Asplenium paleaceum R.Br.,Asplenium paleaceum R.Br.,Asplenium paleaceum R.Br.,Asplenium paleaceum,Asplenium keysserianum Rosenst.,Asplenium keysserianum,Asplenium,Asplenium
430564,Cyathea incanescens Domin,Alsophila canescens (Sodiro) ined.,Alsophila canescens (Sodiro) ined.,Alsophila canescens (Sodiro) ined.,Alsophila canescens,Alsophila manniana (Hook.) R.M.Tryon,Alsophila manniana,Alsophila,Alsophila
430637,Cyathea asperata Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea brachypoda Sodiro,Cyathea brachypoda,Cyathea,Cyathea
430639,Cyathea brachypoda Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea brachypoda Sodiro,Cyathea brachypoda,Cyathea,Cyathea
430642,Cyathea muriculata Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea brachypoda Sodiro,Cyathea brachypoda,Cyathea,Cyathea
430645,Cyathea tungurahuae Sodiro,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens Domin,Cyathea pallescens,Cyathea tungurahuae Sodiro,Cyathea tungurahuae,Cyathea,Cyathea
430763,Cyathea furfuracea Baker,Cyathea tenera (J.Sm.) T.Moore,Cyathea tenera (J.Sm.) T.Moore,Cyathea tenera (J.Sm.) T.Moore,Cyathea tenera,Cyathea furfuracea Baker,Cyathea furfuracea,Cyathea,Cyathea
430843,Amphidesmium parkeri var. majus Fée,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri,Metaxya,Metaxya
430845,Amphidesmium parkeri Schott,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri,Metaxya,Metaxya
430848,Polypodium parkeri Hook. & Grev.,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata (Kunth) C.Presl,Metaxya rostrata,Metaxya parkeri (Hook. & Grev.) J.Sm.,Metaxya parkeri,Metaxya,Metaxya
430885,Davallia hosei Baker,Tapeinidium luzonicum (Hook.) K.U.Kramer,Tapeinidium luzonicum (Hook.) K.U.Kramer,Tapeinidium luzonicum (Hook.) K.U.Kramer,Tapeinidium luzonicum,Tapeinidium gracile (Blume) Alderw.,Tapeinidium gracile,Tapeinidium,Tapeinidium
431160,Dennstaedtia lindsayiformis (Fée) C.Chr.,Dennstaedtia speluncae (L.) ined.,Dennstaedtia speluncae (L.) ined.,Dennstaedtia speluncae (L.) ined.,Dennstaedtia speluncae,Dennstaedtia cornuta (Kaulf.) Mett.,Dennstaedtia cornuta,Dennstaedtia,Dennstaedtia
431195,Asplenium arifolium Burm.f.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum L.,Acrostichum aureum,Hemionitis arifolia (Burm.f.) T.Moore,Hemionitis arifolia,Acrostichum,Hemionitis
431352,Cystopteris novae-zealandiae J.B.Armstr.,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis,Cystopteris diaphana (Bory) Blasdell,Cystopteris diaphana,Cystopteris,Cystopteris
431355,Cystopteris apiiformis Gand.,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis,Cystopteris apiiformis Gand.,Cystopteris apiiformis,Cystopteris,Cystopteris
431367,Cystopteris laciniata Colenso,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis subsp. fragilis,Cystopteris fragilis,Cystopteris diaphana (Bory) Blasdell,Cystopteris diaphana,Cystopteris,Cystopteris
431460,Asplenium serratum var. caudatum Rosenst.,Asplenium serratum L.,Asplenium serratum L.,Asplenium serratum L.,Asplenium serratum,Asplenium loriforme Hook.,Asplenium loriforme,Asplenium,Asplenium
431576,Asplenium lunulatum var. argutodentatum Hieron.,Asplenium lunulatum Sw.,Asplenium lunulatum Sw.,Asplenium lunulatum Sw.,Asplenium lunulatum,Asplenium otites Link,Asplenium otites,Asplenium,Asplenium
431647,Polypodium adianthifolium Poir.,"Asplenium obovatum subsp. billotii (F.W.Schultz) O.Bolòs, Vigo, Masalles & Ninot","Asplenium obovatum subsp. billotii (F.W.Schultz) O.Bolòs, Vigo, Masalles & Ninot","Asplenium obovatum subsp. billotii (F.W.Schultz) O.Bolòs, Vigo, Masalles & Ninot",Asplenium obovatum,Asplenium cuneatum Lam.,Asplenium cuneatum,Asplenium,Asplenium
431672,Asplenium veitchianum T.Moore,Asplenium tenerum var. pallidum (Blume) Veldkamp & Wardani,Asplenium tenerum var. pallidum (Blume) Veldkamp & Wardani,Asplenium tenerum var. pallidum (Blume) Veldkamp & Wardani,Asplenium tenerum,Asplenium thunbergii Kunze,Asplenium thunbergii,Asplenium,Asplenium
431774,Hymenasplenium pseudobscurum Viane,Hymenasplenium obscurum (Blume) Tagawa,Hymenasplenium obscurum (Blume) Tagawa,Hymenasplenium obscurum (Blume) Tagawa,Hymenasplenium obscurum,Hymenasplenium pseudobscurum Viane,Hymenasplenium pseudobscurum,Hymenasplenium,Hymenasplenium
431860,Dryopteris thelypteris var. koreana Nakai,Thelypteris palustris subsp. palustris,Thelypteris palustris subsp. palustris,Thelypteris palustris subsp. palustris,Thelypteris palustris,Thelypteris glanduligera (Kunze) Ching,Thelypteris glanduligera,Thelypteris,Thelypteris
432122,Brachysorus woodwardioides C.Presl,Diplazium sylvaticum (Bory) Sw.,Diplazium sylvaticum (Bory) Sw.,Diplazium sylvaticum (Bory) Sw.,Diplazium sylvaticum,Diplazium woodwardioides (C.Presl) Holttum,Diplazium woodwardioides,Diplazium,Diplazium
432131,Diplazium woodwardioides (C.Presl) Holttum,Diplazium sylvaticum (Bory) Sw.,Diplazium sylvaticum (Bory) Sw.,Diplazium sylvaticum (Bory) Sw.,Diplazium sylvaticum,Diplazium woodwardioides (C.Presl) Holttum,Diplazium woodwardioides,Diplazium,Diplazium
432346,Athyrium brevipinnulum Copel.,Athyrium nitidulum (Kunze) Milde,Athyrium nitidulum (Kunze) Milde,Athyrium nitidulum (Kunze) Milde,Athyrium nitidulum,Athyrium brevipinnulum Copel.,Athyrium brevipinnulum,Athyrium,Athyrium
432347,Athyrium mearnsianum (Copel.) Alderw.,Athyrium nitidulum (Kunze) Milde,Athyrium nitidulum (Kunze) Milde,Athyrium nitidulum (Kunze) Milde,Athyrium nitidulum,Athyrium erythropodum Hayata,Athyrium erythropodum,Athyrium,Athyrium
432394,Athyrium tozanense Hayata,Athyrium setiferum C.Chr.,Athyrium setiferum C.Chr.,Athyrium setiferum C.Chr.,Athyrium setiferum,Athyrium tozanense Hayata,Athyrium tozanense,Athyrium,Athyrium
432395,Athyrium yui Ching,Athyrium setiferum C.Chr.,Athyrium setiferum C.Chr.,Athyrium setiferum C.Chr.,Athyrium setiferum,Athyrium tozanense Hayata,Athyrium tozanense,Athyrium,Athyrium
432421,Deparia edentula (Kunze) X.C.Zhang,Deparia boryana subsp. boryana,Deparia boryana subsp. boryana,Deparia boryana subsp. boryana,Deparia boryana,Deparia edentula (Kunze) X.C.Zhang,Deparia edentula,Deparia,Deparia
